Row ID,Order ID,Order Date,Ship Date,Month ,Season,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Quantity,Sub-Category,Product Name,Net Sales
8682,19849400,10/5/2016,10/7/2016,October,Summer,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Richmond,Virginia,23223,South,OFF-SU-10004664,Office Supplies,47,Supplies,Acme Softgrip Scissors,40.7
8683,87130876,9/15/2016,9/17/2016,September,Spring,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Arlington,Virginia,22204,South,TEC-AC-10002550,Technology,47,Accessories,Maxell 4.7GB DVD-RW 3/Pack,47.79
8684,13379382,3/27/2016,3/29/2016,March,Fall,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10002335,Office Supplies,6,Art,DIXON Oriole Pencils,5.16
8685,45977399,4/19/2019,4/21/2019,April,Spring,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,San Diego,California,92024,West,TEC-AC-10001445,Technology,33,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,21.21
8686,76591070,1/16/2016,1/18/2016,January,Fall,Second Class,PW-19030,Pauline Webber,Corporate,United States,Watertown,New York,13601,East,OFF-ST-10003996,Office Supplies,13,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",96.36
8687,96236635,6/12/2018,6/14/2018,June,Spring,Same Day,AH-10075,Adam Hart,Corporate,United States,Los Angeles,California,90036,West,OFF-SU-10003505,Office Supplies,9,Supplies,Premier Electric Letter Opener,231.72
8688,68040670,5/12/2017,5/14/2017,May,Summer,Same Day,AH-10075,Adam Hart,Corporate,United States,Los Angeles,California,90036,West,OFF-FA-10000624,Office Supplies,26,Fasteners,OIC Binder Clips,17.9
8689,45914704,8/11/2018,8/13/2018,August,Spring,Same Day,AH-10075,Adam Hart,Corporate,United States,Los Angeles,California,90036,West,OFF-PA-10002870,Office Supplies,30,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",12.48
8690,16513719,8/15/2019,8/17/2019,August,Fall,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10002257,Office Supplies,9,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",8.016
8691,41166316,8/27/2017,8/29/2017,August,Summer,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Akron,Ohio,44312,East,TEC-PH-10003580,Technology,32,Phones,Cisco IP Phone 7961G-GE VoIP phone,259.896
8692,53826828,1/5/2018,1/7/2018,January,Fall,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Akron,Ohio,44312,East,TEC-PH-10001530,Technology,16,Phones,Plantronics Voyager Pro Legend,247.188
8693,90269462,2/27/2017,3/1/2017,March,Fall,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Akron,Ohio,44312,East,TEC-AC-10000420,Technology,31,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,279.96
8694,48345126,12/24/2018,12/26/2018,December,Spring,Standard Class,ED-13885,Emily Ducich,Home Office,United States,San Francisco,California,94110,West,TEC-AC-10000892,Technology,15,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,450
8695,47039763,6/8/2017,6/10/2017,June,Fall,Second Class,CR-12625,Corey Roper,Home Office,United States,Grand Rapids,Michigan,49505,Central,OFF-PA-10001934,Office Supplies,29,Paper,Xerox 1993,19.44
8696,31189566,6/25/2016,6/27/2016,June,Spring,Second Class,CS-12400,Christopher Schild,Home Office,United States,San Francisco,California,94109,West,FUR-TA-10003473,Furniture,19,Tables,Bretford Rectangular Conference Table Tops,300.904
8697,35878638,7/17/2019,7/19/2019,July,Fall,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Nashville,Tennessee,37211,South,TEC-PH-10001051,Technology,19,Phones,HTC One,239.976
8698,77483405,2/13/2016,2/15/2016,February,Fall,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Nashville,Tennessee,37211,South,FUR-FU-10004351,Furniture,44,Furnishings,Staple-based wall hangings,31.168
8699,51708914,1/13/2019,1/15/2019,January,Spring,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Nashville,Tennessee,37211,South,FUR-TA-10004152,Furniture,37,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",120.96
8700,43027818,6/7/2016,6/9/2016,June,Fall,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Nashville,Tennessee,37211,South,TEC-PH-10000560,Technology,45,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),2239.936
8701,82608483,3/26/2019,3/28/2019,March,Fall,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Nashville,Tennessee,37211,South,OFF-AP-10004249,Office Supplies,27,Appliances,Staple holder,76.608
8702,73328560,11/16/2018,11/18/2018,November,Summer,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Nashville,Tennessee,37211,South,OFF-ST-10001490,Office Supplies,38,Storage,"Hot File 7-Pocket, Floor Stand",142.776
8703,19003725,5/22/2019,5/24/2019,May,Spring,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Nashville,Tennessee,37211,South,OFF-PA-10000312,Office Supplies,50,Paper,Xerox 1955,91.36
8704,28673950,2/9/2019,2/11/2019,February,Fall,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-AP-10002906,Office Supplies,29,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,3.552
8705,30523432,9/1/2019,9/3/2019,September,Fall,First Class,IL-15100,Ivan Liston,Consumer,United States,Houston,Texas,77041,Central,TEC-PH-10004100,Technology,13,Phones,Griffin GC17055 Auxiliary Audio Cable,115.136
8706,45971528,1/1/2017,1/3/2017,January,Fall,Standard Class,NF-18475,Neil Französisch,Home Office,United States,Reno,Nevada,89502,West,OFF-FA-10000254,Office Supplies,34,Fasteners,Sterling Rubber Bands by Alliance,4.71
8707,68206335,10/31/2017,11/2/2017,November,Spring,Standard Class,PP-18955,Paul Prost,Home Office,United States,New York City,New York,10009,East,FUR-CH-10004289,Furniture,38,Chairs,Global Super Steno Chair,172.764
8708,19233319,8/25/2019,8/27/2019,August,Summer,Standard Class,PP-18955,Paul Prost,Home Office,United States,New York City,New York,10009,East,OFF-AR-10003469,Office Supplies,1,Art,Nontoxic Chalk,3.52
8709,69641934,10/12/2019,10/14/2019,October,Fall,First Class,JD-16150,Justin Deggeller,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10004188,Technology,36,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,79.968
8710,54137676,2/5/2019,2/7/2019,February,Fall,First Class,JD-16150,Justin Deggeller,Corporate,United States,Los Angeles,California,90008,West,FUR-BO-10004015,Furniture,14,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",305.9745
8711,41819339,7/13/2019,7/15/2019,July,Fall,First Class,JD-16150,Justin Deggeller,Corporate,United States,Los Angeles,California,90008,West,OFF-ST-10000991,Office Supplies,1,Storage,Space Solutions HD Industrial Steel Shelving.,344.91
8712,82545713,10/8/2016,10/10/2016,October,Spring,Standard Class,EJ-14155,Eva Jacobs,Consumer,United States,San Diego,California,92037,West,FUR-TA-10002958,Furniture,4,Tables,"Bevis Oval Conference Table, Walnut",626.352
8713,55255077,1/15/2016,1/17/2016,January,Fall,Standard Class,PW-19240,Pierre Wener,Consumer,United States,San Francisco,California,94110,West,FUR-BO-10002213,Furniture,33,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",359.499
8714,72890931,4/8/2018,4/10/2018,April,Fall,Standard Class,TS-21430,Tom Stivers,Corporate,United States,San Diego,California,92105,West,TEC-PH-10000004,Technology,45,Phones,Belkin iPhone and iPad Lightning Cable,71.952
8715,68689117,3/2/2017,3/4/2017,March,Spring,Standard Class,TS-21430,Tom Stivers,Corporate,United States,San Diego,California,92105,West,OFF-BI-10003708,Office Supplies,1,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",29.8
8716,87290036,11/19/2017,11/21/2017,November,Spring,Second Class,BM-11650,Brian Moss,Corporate,United States,Elyria,Ohio,44035,East,OFF-BI-10002949,Office Supplies,16,Binders,Prestige Round Ring Binders,1.824
8717,23104144,8/17/2019,8/19/2019,August,Spring,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,77070,Central,OFF-AP-10001242,Office Supplies,10,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,64.384
8718,80712849,2/15/2018,2/17/2018,February,Fall,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,77070,Central,FUR-FU-10001424,Furniture,32,Furnishings,Dax Clear Box Frame,6.984
8719,45184532,6/12/2018,6/14/2018,June,Fall,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,77070,Central,OFF-AR-10003469,Office Supplies,19,Art,Nontoxic Chalk,11.264
8720,96183651,7/1/2017,7/3/2017,July,Fall,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,77070,Central,OFF-PA-10000232,Office Supplies,11,Paper,Xerox 1975,15.552
8721,29240614,2/12/2019,2/14/2019,February,Fall,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,77070,Central,FUR-CH-10000229,Furniture,39,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,379.372
8722,91419745,5/4/2019,5/6/2019,May,Summer,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,77070,Central,OFF-ST-10002562,Office Supplies,27,Storage,Staple magnet,67.536
8723,17243749,12/8/2016,12/10/2016,December,Spring,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,77070,Central,OFF-BI-10001525,Office Supplies,7,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",1.524
8724,72693018,5/9/2016,5/11/2016,May,Spring,Second Class,MH-17290,Marc Harrigan,Home Office,United States,Miami,Florida,33178,South,OFF-PA-10002986,Office Supplies,37,Paper,Xerox 1898,37.408
8725,85716079,9/14/2017,9/16/2017,September,Fall,Second Class,MH-17290,Marc Harrigan,Home Office,United States,Miami,Florida,33178,South,OFF-PA-10000143,Office Supplies,17,Paper,Astroparche Fine Business Paper,25.344
8726,99359717,6/10/2018,6/12/2018,June,Spring,Standard Class,SW-20275,Scott Williamson,Consumer,United States,Seattle,Washington,98115,West,OFF-AR-10003752,Office Supplies,24,Art,Deluxe Chalkboard Eraser Cleaner,46.2
8727,48171943,3/24/2018,3/26/2018,March,Summer,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130,South,TEC-AC-10002370,Technology,22,Accessories,Maxell CD-R Discs,4.728
8728,94548579,6/23/2018,6/25/2018,June,Spring,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130,South,FUR-FU-10002030,Furniture,12,Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",53.352
8729,81084721,12/20/2018,12/22/2018,December,Spring,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130,South,FUR-BO-10002853,Furniture,36,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,131.104
8730,90211859,10/5/2016,10/7/2016,October,Summer,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130,South,OFF-ST-10002562,Office Supplies,42,Storage,Staple magnet,22.512
8731,29330059,8/18/2017,8/20/2017,August,Summer,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130,South,TEC-AC-10004227,Technology,40,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,72.744
8732,99265677,9/19/2019,9/21/2019,September,Fall,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Saint Louis,Missouri,63116,Central,OFF-SU-10002573,Office Supplies,2,Supplies,"Acme 10"" Easy Grip Assistive Scissors",52.59
8733,95018378,9/14/2017,9/16/2017,September,Summer,Second Class,PW-19030,Pauline Webber,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10003848,Office Supplies,46,Paper,Xerox 1997,19.44
8734,78604392,9/25/2019,9/27/2019,September,Spring,Second Class,PW-19030,Pauline Webber,Corporate,United States,Seattle,Washington,98105,West,FUR-FU-10001290,Furniture,33,Furnishings,Executive Impressions Supervisor Wall Clock,126.3
8735,26736158,8/19/2017,8/21/2017,August,Fall,Second Class,PW-19030,Pauline Webber,Corporate,United States,Seattle,Washington,98105,West,TEC-AC-10003832,Technology,17,Accessories,Logitech P710e Mobile Speakerphone,1287.45
8736,50913973,3/24/2017,3/26/2017,March,Summer,Second Class,CS-12250,Chris Selesnick,Corporate,United States,New York City,New York,10024,East,OFF-ST-10001558,Office Supplies,18,Storage,Acco Perma 4000 Stacking Storage Drawers,64.96
8737,18444887,7/16/2016,7/18/2016,July,Fall,Standard Class,RP-19855,Roy Phan,Corporate,United States,Woodbury,Minnesota,55125,Central,OFF-ST-10001490,Office Supplies,1,Storage,"Hot File 7-Pocket, Floor Stand",535.41
8738,59811281,9/2/2016,9/4/2016,September,Summer,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,Chattanooga,Tennessee,37421,South,OFF-BI-10003669,Office Supplies,13,Binders,3M Organizer Strips,8.1
8739,60949600,4/24/2018,4/26/2018,April,Fall,First Class,MJ-17740,Max Jones,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10004441,Office Supplies,12,Art,BIC Brite Liner Highlighters,13.248
8740,75506898,9/30/2017,10/2/2017,October,Summer,First Class,MJ-17740,Max Jones,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10001924,Technology,34,Phones,iHome FM Clock Radio with Lightning Dock,83.988
8741,58424144,8/28/2016,8/30/2016,August,Fall,First Class,JG-15160,James Galang,Consumer,United States,Lafayette,Louisiana,70506,South,OFF-AR-10004456,Office Supplies,36,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,73.2
8742,30413967,8/7/2019,8/9/2019,August,Summer,Same Day,AG-10765,Anthony Garverick,Home Office,United States,Lawrence,Indiana,46226,Central,OFF-BI-10001890,Office Supplies,31,Binders,Avery Poly Binder Pockets,10.74
8743,93782406,12/19/2018,12/21/2018,December,Spring,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hillsboro,Oregon,97123,West,FUR-FU-10000629,Furniture,28,Furnishings,9-3/4 Diameter Round Wall Clock,11.032
8744,29122884,1/23/2018,1/25/2018,January,Summer,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hillsboro,Oregon,97123,West,TEC-AC-10002323,Technology,13,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,53.04
8745,67631046,6/24/2018,6/26/2018,June,Summer,Second Class,HD-14785,Harold Dahlen,Home Office,United States,Cambridge,Massachusetts,2138,East,OFF-AR-10003056,Office Supplies,37,Art,Newell 341,17.12
8746,44222045,8/10/2016,8/12/2016,August,Summer,Second Class,HD-14785,Harold Dahlen,Home Office,United States,Cambridge,Massachusetts,2138,East,OFF-PA-10000300,Office Supplies,9,Paper,Xerox 1936,59.94
8747,26307499,3/26/2016,3/28/2016,March,Summer,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,San Diego,California,92105,West,FUR-FU-10000293,Furniture,47,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,210.58
8748,65865745,2/23/2017,2/25/2017,February,Summer,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,San Diego,California,92105,West,OFF-BI-10003638,Office Supplies,3,Binders,GBC Durable Plastic Covers,30.96
8749,68005500,10/22/2019,10/24/2019,October,Fall,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,San Diego,California,92105,West,TEC-MA-10002109,Technology,45,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",239.984
8750,37121635,8/19/2017,8/21/2017,August,Fall,First Class,LC-16885,Lena Creighton,Consumer,United States,New York City,New York,10009,East,OFF-BI-10003527,Office Supplies,21,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,3050.376
8751,26082255,10/9/2019,10/11/2019,October,Spring,First Class,LC-16885,Lena Creighton,Consumer,United States,New York City,New York,10009,East,TEC-PH-10004922,Technology,19,Phones,RCA Visys Integrated PBX 8-Line Router,133.98
8752,74233057,3/29/2017,3/31/2017,March,Fall,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tallahassee,Florida,32303,South,OFF-PA-10001001,Office Supplies,49,Paper,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",93.248
8753,98560911,6/12/2017,6/14/2017,June,Summer,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tallahassee,Florida,32303,South,TEC-PH-10001198,Technology,25,Phones,Avaya 4621SW VoIP phone,177.48
8754,71905051,11/3/2016,11/5/2016,November,Fall,First Class,JD-16015,Joy Daniels,Consumer,United States,Toledo,Ohio,43615,East,OFF-LA-10000443,Office Supplies,13,Labels,Avery 501,17.712
8755,13859465,6/18/2019,6/20/2019,June,Summer,First Class,JD-16015,Joy Daniels,Consumer,United States,Toledo,Ohio,43615,East,OFF-BI-10003669,Office Supplies,3,Binders,3M Organizer Strips,4.86
8756,56537655,11/19/2016,11/21/2016,November,Summer,First Class,JD-16015,Joy Daniels,Consumer,United States,Toledo,Ohio,43615,East,OFF-BI-10001628,Office Supplies,6,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",6.258
8757,93582583,8/1/2016,8/3/2016,August,Spring,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Columbia,Maryland,21044,East,OFF-AP-10002350,Office Supplies,4,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,37.68
8758,79779181,5/4/2019,5/6/2019,May,Summer,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Columbia,Maryland,21044,East,OFF-PA-10004100,Office Supplies,35,Paper,Xerox 216,51.84
8759,45702969,11/4/2017,11/6/2017,November,Fall,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Columbia,Maryland,21044,East,FUR-FU-10000794,Furniture,7,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",27.42
8760,51134263,4/16/2018,4/18/2018,April,Summer,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Columbia,Maryland,21044,East,OFF-BI-10002012,Office Supplies,24,Binders,Wilson Jones Easy Flow II Sheet Lifters,5.4
8761,69453818,2/9/2016,2/11/2016,February,Spring,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Atlanta,Georgia,30318,South,OFF-BI-10003527,Office Supplies,38,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1270.99
8762,76017281,3/26/2018,3/28/2018,March,Spring,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Atlanta,Georgia,30318,South,OFF-EN-10004483,Office Supplies,3,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",125.36
8763,81716028,12/8/2017,12/10/2017,December,Summer,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Sacramento,California,95823,West,OFF-ST-10003722,Office Supplies,6,Storage,Project Tote Personal File,14.03
8764,52954613,12/10/2018,12/12/2018,December,Fall,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Sacramento,California,95823,West,OFF-SU-10002557,Office Supplies,32,Supplies,Fiskars Spring-Action Scissors,27.96
8765,20478017,11/1/2017,11/3/2017,November,Fall,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-AR-10002257,Office Supplies,34,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",5.344
8766,20220815,10/8/2018,10/10/2018,October,Spring,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-BI-10000756,Office Supplies,9,Binders,Storex DuraTech Recycled Plastic Frosted Binders,1.696
8767,95997923,11/4/2016,11/6/2016,November,Summer,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-AP-10004136,Office Supplies,43,Appliances,Kensington 6 Outlet SmartSocket Surge Protector,24.588
8768,47340417,9/12/2016,9/14/2016,September,Spring,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-BI-10002194,Office Supplies,25,Binders,Cardinal Hold-It CD Pocket,7.98
8769,76919729,5/8/2019,5/10/2019,May,Fall,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,Ohio,43229,East,TEC-AC-10000892,Technology,16,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,288
8770,72606589,5/28/2018,5/30/2018,May,Spring,Same Day,PO-19180,Philisse Overcash,Home Office,United States,Louisville,Colorado,80027,West,TEC-PH-10001870,Technology,36,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,146.952
8771,14459382,6/17/2016,6/19/2016,June,Fall,Same Day,PO-19180,Philisse Overcash,Home Office,United States,Louisville,Colorado,80027,West,FUR-CH-10002304,Furniture,48,Chairs,"Global Stack Chair without Arms, Black",83.136
8772,56354105,4/10/2016,4/12/2016,April,Fall,First Class,DB-13555,Dorothy Badders,Corporate,United States,Raleigh,North Carolina,27604,South,OFF-AP-10002534,Office Supplies,34,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,942.784
8773,45669488,11/23/2018,11/25/2018,November,Spring,First Class,DB-13555,Dorothy Badders,Corporate,United States,Raleigh,North Carolina,27604,South,OFF-PA-10001125,Office Supplies,28,Paper,Xerox 1988,74.352
8774,65493792,2/14/2017,2/16/2017,February,Summer,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,New York City,New York,10024,East,OFF-AP-10000804,Office Supplies,42,Appliances,Hoover Portapower Portable Vacuum,26.88
8775,48201091,6/2/2016,6/4/2016,June,Summer,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,New York City,New York,10024,East,OFF-BI-10002982,Office Supplies,44,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,10.896
8776,93922918,7/3/2016,7/5/2016,July,Summer,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Chicago,Illinois,60623,Central,OFF-AR-10001547,Office Supplies,12,Art,Newell 311,3.536
8777,34564005,11/9/2018,11/11/2018,November,Fall,First Class,EA-14035,Erin Ashbrook,Corporate,United States,Huntsville,Texas,77340,Central,FUR-CH-10000665,Furniture,38,Chairs,"Global Airflow Leather Mesh Back Chair, Black",528.43
8778,88843244,4/18/2018,4/20/2018,April,Summer,First Class,EA-14035,Erin Ashbrook,Corporate,United States,Huntsville,Texas,77340,Central,OFF-PA-10000520,Office Supplies,24,Paper,Xerox 201,41.472
8779,14112698,11/9/2019,11/11/2019,November,Spring,Standard Class,BP-11095,Bart Pistole,Corporate,United States,New York City,New York,10024,East,FUR-BO-10004015,Furniture,26,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",287.976
8780,39826269,10/7/2019,10/9/2019,October,Summer,Second Class,BM-11785,Bryan Mills,Consumer,United States,Salem,Oregon,97301,West,OFF-ST-10004258,Office Supplies,37,Storage,Portable Personal File Box,29.304
8781,29073614,2/26/2019,2/28/2019,February,Fall,First Class,CM-12715,Craig Molinari,Corporate,United States,Houston,Texas,77070,Central,OFF-AR-10003696,Office Supplies,26,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,55.328
8782,47026837,8/3/2017,8/5/2017,August,Summer,First Class,CM-12715,Craig Molinari,Corporate,United States,Houston,Texas,77070,Central,FUR-BO-10001811,Furniture,16,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1227.9984
8783,50605524,12/24/2018,12/26/2018,December,Spring,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Twin Falls,Idaho,83301,West,OFF-BI-10001249,Office Supplies,2,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,20.416
8784,96785448,10/3/2018,10/5/2018,October,Fall,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Twin Falls,Idaho,83301,West,FUR-TA-10003473,Furniture,23,Tables,Bretford Rectangular Conference Table Tops,1128.39
8785,76207579,10/28/2016,10/30/2016,October,Summer,Standard Class,AS-10630,Ann Steele,Home Office,United States,Knoxville,Tennessee,37918,South,OFF-LA-10003190,Office Supplies,13,Labels,Avery 474,4.608
8786,99888174,6/2/2019,6/4/2019,June,Summer,Standard Class,CM-11815,Candace McMahon,Corporate,United States,Phoenix,Arizona,85023,West,TEC-PH-10001305,Technology,5,Phones,Panasonic KX TS208W Corded phone,195.96
8787,88518271,2/12/2016,2/14/2016,February,Fall,Standard Class,CM-11815,Candace McMahon,Corporate,United States,Phoenix,Arizona,85023,West,OFF-PA-10001534,Office Supplies,43,Paper,Xerox 230,15.552
8788,92917007,12/17/2019,12/19/2019,December,Summer,Standard Class,CM-11815,Candace McMahon,Corporate,United States,Phoenix,Arizona,85023,West,TEC-AC-10000844,Technology,27,Accessories,Logitech Gaming G510s - Keyboard,271.968
8789,79203549,10/26/2019,10/28/2019,October,Summer,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Monroe,North Carolina,28110,South,FUR-CH-10000847,Furniture,46,Chairs,Global Executive Mid-Back Manager's Chair,698.352
8790,58134854,7/16/2016,7/18/2016,July,Fall,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Monroe,North Carolina,28110,South,FUR-BO-10000468,Furniture,44,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,77.728
8791,62549396,8/27/2016,8/29/2016,August,Summer,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Richmond,Virginia,23223,South,OFF-BI-10002799,Office Supplies,12,Binders,"SlimView Poly Binder, 3/8""",46.62
8792,85063585,11/11/2016,11/13/2016,November,Fall,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,TEC-PH-10001557,Technology,5,Phones,Pyle PMP37LED,537.544
8793,28643300,8/24/2016,8/26/2016,August,Spring,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,OFF-LA-10001934,Office Supplies,29,Labels,Avery 516,14.62
8794,66853498,12/28/2017,12/30/2017,December,Fall,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,OFF-FA-10004248,Office Supplies,18,Fasteners,Advantus T-Pin Paper Clips,22.55
8795,54866603,2/15/2016,2/17/2016,February,Spring,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10001944,Technology,22,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,583.8
8796,11785778,1/16/2019,1/18/2019,January,Fall,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10002085,Technology,46,Phones,Clarity 53712,211.168
8797,19315388,8/18/2018,8/20/2018,August,Summer,Standard Class,MJ-17740,Max Jones,Consumer,United States,Orem,Utah,84057,West,OFF-PA-10003441,Office Supplies,13,Paper,Xerox 226,12.96
8798,44202121,4/1/2018,4/3/2018,April,Fall,Standard Class,MJ-17740,Max Jones,Consumer,United States,Orem,Utah,84057,West,OFF-AR-10004602,Office Supplies,47,Art,Boston KS Multi-Size Manual Pencil Sharpener,45.98
8799,94227198,6/6/2019,6/8/2019,June,Fall,Standard Class,VM-21685,Valerie Mitchum,Home Office,United States,Burlington,Vermont,,East,TEC-PH-10002555,Technology,9,Phones,Nortel Meridian M5316 Digital phone,1294.75
